,timestamp,NO2,PM10,PM2.5,deviceID
0,1640181023727,30.10971327999998,7.809453299999998,16.267686740000002,17dh0cf43jg89n
1,1640181023727,30.035105839999982,5.879241479999998,16.490909530000007,17dh0cf43jg89l
2,1640181023727,33.40981440999996,7.0418495699999974,13.47911577000001,17dh0cf43jg89j
3,1640181023727,30.71179606999998,8.147007449999998,14.924250500000003,17dh0cf43jg89h
4,1640181023727,33.59935323999996,7.426026490000001,14.002421020000009,17dh0cf43jg89f
5,1640181023727,32.68156544999999,9.26039548,16.13262936,17dh0cf43jg89b
6,1640181023727,32.954323089999974,8.479940069999998,15.964834500000006,17dh0cf43jg899
7,1640181023727,32.260645309999965,7.231960449999998,14.48270732000001,17dh0cf43jg897
8,1640181023727,34.12576311999998,8.958290449999998,15.981627360000003,17dh0cf43jg88k
9,1640181023727,31.828291769999982,8.707779219999999,16.112258850000003,17dh0cf43jg88i
10,1640181023727,27.86364731999999,9.080544110000003,16.629974260000004,17dh0cf43jg88g
11,1640181023727,30.795049769999977,5.73294001,16.533709890000008,17dh0cf43jg88e
12,1640181023727,32.719264249999966,7.869636029999999,15.558856810000009,17dh0cf43jg88b
13,1640181023727,32.353794969999974,7.28166243,14.855235770000009,17dh0cf43jg889
14,1640181023727,32.353794969999974,7.28380029,14.83442083000001,17dh0cf43jg887
15,1640181023727,31.988986409999974,8.8644287,14.80341505000001,17dh0cf43jg885
16,1640181023727,32.97517523999998,9.414252500000002,16.539396280000002,17dh0cf43jg881
17,1640181023727,32.01362529999998,8.38305365,14.490562430000002,17dh0cf43jg87n
18,1640181023727,31.36945357999998,7.727199960000002,15.762436820000003,17dh0cf43jg785
19,1640181023727,29.36559333999999,7.781609189999998,16.43612541,17dh0cf43jg783
20,1640181023727,29.01648177999999,7.959979789999998,16.22576486,17dh0cf43jg781
21,1640181023727,29.628772539999982,7.778642900000001,15.84530179,17dh0cf43jg77n
22,1640181023727,33.066278139999966,6.451365449999998,17.599345440000008,17dh0cf43jg77l
23,1640181023727,30.922521439999972,5.90925035,17.102791960000005,17dh0cf43jg77j
24,1640181031766,26.011248870000003,2.357062159999999,2.6254274799999986,17dh0cf43jg89n
25,1640181031766,24.433309380000004,2.274519939999998,2.7400199299999985,17dh0cf43jg89l
