deviceID,timestamp,PM10,PM2.5,NO2,O3,NO,temperature,humidity
17dh0cf43jg89n,1607338800000,1.7627609,0.8463787,21.551232146859533,35.23784448321364,27.90671747108184,11,48
17dh0cf43jg89n,1607342400000,9.241643,1.2562174,24.554802358420243,34.441001844650025,31.885799163108747,11,48
17dh0cf43jg89n,1607346000000,8.982042,1.0518748,24.22622330158959,26.3224973840235,37.379518997857886,11,47
17dh0cf43jg89n,1607349600000,4.331599,0.7812813,19.180704149517478,29.304943232206643,33.0897982404955,12,45
17dh0cf43jg89n,1607353200000,0.9156733,0.6124535,18.641341844053894,31.3374223771859,30.908117024405403,12,45
17dh0cf43jg89n,1607356800000,2.7496397,0.9449975,24.152006097898806,30.168521814484368,26.763253707911808,13,45
17dh0cf43jg89n,1607360400000,1.4077363,0.83003736,16.65789201951828,35.862947080574166,26.639941456792332,13,44
17dh0cf43jg89n,1607364000000,0.55850667,0.4511569,13.35448088487477,41.661591829508765,22.82933638090342,13,43
17dh0cf43jg89n,1607367600000,0.4571138,0.3578201,15.128231107829839,61.74482985899282,21.077570603453427,13,42
17dh0cf43jg89n,1607371200000,0.3265427,0.2311479,9.377530726869127,59.55504091461567,21.58954003394165,13,41
17dh0cf43jg89n,1607374800000,0.28741103,0.20314789,8.087149529306672,62.5973719771496,20.747901028982735,13,41
17dh0cf43jg89n,1607378400000,0.13246623,0.11281581,4.68866492976147,74.18307983217738,18.63483967773871,13,41
17dh0cf43jg89n,1607382000000,0.11925322,0.09632377,10.883008713105744,73.17358610051441,18.72275318538732,13,40
17dh0cf43jg89n,1607385600000,0.10171596,0.071396194,10.996477899177528,66.51405110082537,19.601142839640318,13,40
17dh0cf43jg89n,1607389200000,0.091885336,0.05833846,5.96568751989457,67.6619612170034,19.150653997472325,13,39
17dh0cf43jg89n,1607392800000,0.06763374,0.05697844,8.832661243252145,65.84809631163895,20.444712206524727,13,39
17dh0cf43jg89n,1607396400000,0.11977746,0.07752201,6.823163333094412,67.14251357665663,19.249564799192754,13,39
17dh0cf43jg89n,1607400000000,0.14954583,0.08821553,9.563828313441801,67.09182833474831,19.053917020556682,13,38
17dh0cf43jg89n,1607403600000,0.21256296,0.124498405,11.164902025672607,62.501805390562474,18.44139489457219,13,37
17dh0cf43jg89n,1607407200000,0.5640267,0.19437464,14.821699033759945,46.618966765227654,25.353150650988727,13,36
17dh0cf43jg89n,1607410800000,0.8981066,0.29639465,15.00273412802374,47.29802812817187,23.605084667145043,14,35
17dh0cf43jg89n,1607414400000,0.61057466,0.29646873,21.734230819441503,50.951992071997445,24.699942893707217,14,37
17dh0cf43jg89n,1607418000000,0.5162484,0.34581065,14.007195093767718,59.53292347982869,25.726835744997434,14,38
17dh0cf43jg89n,1607421600000,0.56902564,0.33020976,13.624482535135888,57.730032605900576,33.47225863335305,15,36
17dh0cf43jg89n,1607425200000,0.6538407,0.35275936,17.68244876565523,48.77937771334973,26.191849850461253,14,35
17dh0cf43jg89n,1607428800000,1.060509,0.5142578,22.41899791244702,43.20463760987249,22.133332154908523,14,36
17dh0cf43jg89n,1607432400000,0.81835556,0.42857498,18.9944579218226,42.9139881253839,24.37841186397869,14,36
17dh0cf43jg89n,1607436000000,0.81710696,0.4062253,17.697094088612786,49.08623301487058,25.69064315779113,14,36
17dh0cf43jg89n,1607439600000,1.6726103,0.7836324,28.9620321460524,35.431248798792645,28.831993764818048,13,37
17dh0cf43jg89n,1607443200000,1.5628005,0.97017705,31.868819742059735,36.921749621162235,33.30168747768031,12,39
17dh0cf43jg89n,1607446800000,1.9480667,1.2824897,32.74196480423073,31.124273235466987,31.578796942882907,12,41
17dh0cf43jg89n,1607450400000,1.5597271,1.0833341,25.15288649352725,36.173247125857365,30.488061729504157,12,41
17dh0cf43jg89n,1607454000000,0.45985818,0.35388613,9.014126148413748,59.16222360285257,20.988298391976624,13,41
17dh0cf43jg89n,1607457600000,0.5279006,0.41225743,11.705278116868707,50.11071851659871,20.67071872434946,13,40
17dh0cf43jg89n,1607461200000,0.4335803,0.31582898,8.682635898562877,56.241191857059796,22.10943523676045,13,39
17dh0cf43jg89n,1607464800000,0.34715804,0.2299656,7.674235087072479,54.0412514891399,20.684349455856715,14,37
17dh0cf43jg89n,1607468400000,0.18489492,0.11661311,7.528374621934483,59.105472367092496,18.033808062988356,13,37
17dh0cf43jg89n,1607472000000,0.13181095,0.09812299,7.895033657626216,62.47632072549186,19.992773472352194,12,37
17dh0cf43jg89n,1607475600000,0.13747756,0.094063744,5.639468450438686,60.25977479410167,18.471105015639665,13,37
17dh0cf43jg89n,1607479200000,0.17252746,0.0866404,12.67029997449532,56.12465668846471,19.080077388557996,12,36
17dh0cf43jg89n,1607482800000,0.19856513,0.08871144,11.593017674434975,50.509592904067034,21.016696416506168,12,36
17dh0cf43jg89n,1607486400000,0.1553536,0.07015423,7.627060313937011,56.824753575548065,23.208526538893736,13,35
17dh0cf43jg89n,1607490000000,0.95924777,0.18703702,19.381446751268943,50.106519783433214,20.501599231567983,13,34
17dh0cf43jg89n,1607493600000,2.2142425,0.427377,27.76216518653647,32.0246773184536,25.70000869010659,12,34
17dh0cf43jg89n,1607497200000,4.1001105,0.7890555,34.887704902228414,24.2896404454067,34.40715578629857,11,36
17dh0cf43jg89n,1607500800000,1.9107174,0.5875483,33.06902469478728,28.887375303559004,33.994013780561104,10,38
17dh0cf43jg89n,1607504400000,3.9326074,0.876666,27.697233430759255,28.36508067621696,39.340496920722856,11,37
17dh0cf43jg89n,1607508000000,4.638743,1.0231478,22.979492353656784,28.927761581786637,37.067048526654986,12,34
17dh0cf43jg89n,1607511600000,4.4350195,1.1236161,23.26363873964469,32.749549830162216,33.3491059615423,13,32
17dh0cf43jg89n,1607515200000,5.1253753,1.3124402,20.230311903333433,32.40296849882215,31.702381619787552,13,32
17dh0cf43jg89n,1607518800000,4.824253,0.9904914,30.62683151226314,30.520891539593986,29.311831014953892,13,32
17dh0cf43jg89n,1607522400000,5.9195657,1.3616129,25.308175914837136,28.648766199272163,35.84287309536655,13,31
17dh0cf43jg89n,1607526000000,5.7701793,1.5228235,29.413312618567307,31.46585316795869,37.4201691670864,13,31
17dh0cf43jg89n,1607529600000,3.4609532,1.1033406,20.865680858634494,37.972677456117744,35.1853822389919,12,32
17dh0cf43jg89n,1607533200000,4.5451756,1.3831551,32.733321004398086,25.41542393086975,34.52747149262193,11,33
17dh0cf43jg89n,1607536800000,2.8338413,0.93471897,27.935043830353965,24.518380968917434,29.90445892045753,12,33
17dh0cf43jg89n,1607540400000,3.6248882,1.298722,22.628277720925734,34.204989530627735,26.729851985503792,12,33
17dh0cf43jg89n,1607544000000,2.5427759,0.7076815,18.942225477578415,40.04450787026944,24.764704104431292,12,33
17dh0cf43jg89n,1607547600000,1.6765935,0.5605921,19.182414826013552,39.8108262428044,21.85842053042968,11,33
17dh0cf43jg89n,1607551200000,0.9574326,0.355966,14.612106374513058,43.37062770549068,24.963206198530088,9,36
17dh0cf43jg89n,1607554800000,0.54560137,0.23418136,15.461133168632184,44.62223716667604,21.077900400691348,9,37
17dh0cf43jg89n,1607558400000,0.7648843,0.2954088,17.883016255037376,44.73556120341024,23.161041603653338,9,37
17dh0cf43jg89n,1607562000000,0.6930269,0.30762783,14.427387765057524,42.89685061082065,22.964264148157135,8,40
17dh0cf43jg89n,1607565600000,0.5549742,0.3022061,12.833402015712059,46.98597859812969,23.6967493428579,7,42
17dh0cf43jg89n,1607569200000,0.31647393,0.22811945,12.09784475680352,47.764861767467714,23.447149573064006,7,43
17dh0cf43jg89n,1607572800000,0.24593636,0.17384765,16.564067058054135,43.52448133072164,23.221369674744242,8,42
17dh0cf43jg89n,1607576400000,0.32422152,0.1412607,10.043882316580833,43.47495348820522,21.318858064369035,9,41
17dh0cf43jg89n,1607580000000,0.6420279,0.161307,12.47337868169306,48.04862932503022,20.084101132871417,10,38
17dh0cf43jg89n,1607583600000,1.7403218,0.38177082,23.943424042828706,35.71429947062639,24.393500974165136,11,38
17dh0cf43jg89n,1607587200000,1.9189366,0.58474153,23.6923602546504,33.41963337210101,26.675747507451035,11,38
17dh0cf43jg89n,1607590800000,1.8225837,0.61967003,29.30647294451533,25.06217841584891,24.2192651925457,11,39
17dh0cf43jg89n,1607594400000,1.0521181,0.3545431,19.266711920972657,30.572503184845672,21.800202452420056,11,38
17dh0cf43jg89n,1607598000000,1.1943942,0.34737134,15.524498259648375,41.25420603869386,27.615863538149522,12,36
17dh0cf43jg89n,1607601600000,1.4107797,0.5523924,13.000971529715516,41.4741291491424,29.579005785942623,12,35
17dh0cf43jg89n,1607605200000,1.3721579,0.5118809,15.73105717771058,45.56564368773215,26.491819942485062,12,35
17dh0cf43jg89n,1607608800000,1.5869181,0.47258517,10.558724297790183,48.93728990241273,21.623987887373197,12,35
17dh0cf43jg89n,1607612400000,1.7109753,0.3606201,11.836059072242241,45.407500415242396,22.531777540677027,11,35
17dh0cf43jg89n,1607616000000,1.6956035,0.46087065,11.774018382674395,51.603545548513246,24.33146363136807,12,35
17dh0cf43jg89n,1607619600000,1.8168887,0.89110136,16.78826375566962,50.379884957182725,23.72887797700343,12,35
17dh0cf43jg89n,1607623200000,1.1437178,0.32078177,11.77005376929427,61.11168280585594,24.59646812375887,12,35
17dh0cf43jg89n,1607626800000,0.6722925,0.23698302,10.102677223179663,52.03278690594622,22.073972704891226,11,35
17dh0cf43jg89n,1607630400000,0.35863832,0.14691727,9.51172134697964,62.877464230190476,23.030448989851674,11,36
17dh0cf43jg89n,1607634000000,0.43699682,0.19133109,10.358805536425828,62.6040074991251,19.290069573940023,11,36
17dh0cf43jg89n,1607637600000,0.29436675,0.17767544,12.917693042524284,57.790659235489244,22.01408128051995,10,36
17dh0cf43jg89n,1607641200000,0.22126631,0.10536198,5.605112975273961,76.41071529386947,22.282158013444917,10,36
17dh0cf43jg89n,1607644800000,0.28053507,0.16531675,6.539613846670822,79.88985179537052,20.393283889256722,10,34
17dh0cf43jg89n,1607648400000,0.50243163,0.23438613,7.410810523740153,88.05135932504491,21.140632800032893,11,34
17dh0cf43jg89n,1607652000000,0.66507846,0.3397337,12.106295625692686,87.48065136731071,18.476243469378865,11,34
17dh0cf43jg89n,1607655600000,0.79995644,0.40874743,9.5060554690704,91.03500169419203,18.939609476313045,11,34
17dh0cf43jg89n,1607659200000,1.3467748,0.4682991,10.518148802547314,86.9192332227492,18.115977222125863,10,34
17dh0cf43jg89n,1607662800000,1.3514793,0.45873588,7.592203735392217,91.11616545440573,18.191972435121315,10,34
