,Trondheim Torg lat,Trondheim Torg lon,Elgeseter gate 24 lat,Elgeseter gate 24 lon,Angelltrøa barnehage lat,Angelltrøa barnehage lon,Hesteskoen barnehage lat,Hesteskoen barnehage lon,Charlottenlund barnehage lat,Charlottenlund barnehage lon,Sandbakken barnehage lat,Sandbakken barnehage lon,Sjetne skole lat,Sjetne skole lon,Åsvang skole lat,Åsvang skole lon,Huseby barneskole lat,Huseby barneskole lon,Tiller HVS lat,Tiller HVS lon,Byneset og Nypantunet HVS lat,Byneset og Nypantunet HVS lon,Ila skole lat,Ila skole lon,Utleira skole lat,Utleira skole lon,Strindheim skole lat,Strindheim skole lon,Lilleby skole lat,Lilleby skole lon,Sjøskogbekken Fus Barnehage lat,Sjøskogbekken Fus Barnehage lon,Åsheim barneskole lat,Åsheim barneskole lon,Tanem skole (Tanemshallen) lat,Tanem skole (Tanemshallen) lon,Lademoen stasjon lat,Lademoen stasjon lon,Berg skole lat,Berg skole lon,Singsaker skole lat,Singsaker skole lon,Bispehaugen skole lat,Bispehaugen skole lon,Ugla skole lat,Ugla skole lon,Sverresborg skole lat,Sverresborg skole lon,E6-Tiller_lat,E6-Tiller_lon,Elgeseter_lat,Elgeseter_lon,Omkjøringsvegen_lat,Omkjøringsvegen_lon,Torvet_lat,Torvet_lon,Åsveien skole_lat,Åsveien skole_lon
0,63.430432658099996,10.393588754424,63.41930581374,10.395858814019999,63.4166530182,10.461726638658,63.29986698905999,10.478161938887999,63.42198725718,10.491117092226,63.3411085059,10.363706129934,63.36867924486,10.395318514626,63.41204643588,10.452732343974,63.368604760320004,10.352113470719999,63.356819014260005,10.37918573622,63.355512670020005,10.162613914758,63.43058162718,10.37131902288,63.38889893267999,10.428229795104,63.43310837196,10.455166269558,63.4408318458,10.434758651514,63.4269089664,10.523297278295999,63.350464910039996,10.343493890567999,63.30607212420001,10.4253145848,63.43718210334001,10.417518345293999,63.419208410879996,10.415781709596,63.423287871839996,10.413791826462,63.43147544165999,10.41530214375,63.399544492320004,10.337850254268,63.418142708999994,10.366697543651998,63.3576,10.3719,63.419239,10.395945,63.410491,10.444352,63.43038,10.39355,63.415358,10.368372
